id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work
10.2307/3560208,10.2307/3560208	,Introduction: Towards a Social Archaeology of Warfare	,Roberta Gilchrist	,World Archaeology	,35	,1	,2003-06-01T00:00:00Z	,pp. 1-6	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/4128318,10.2307/4128318	,The Sea as a Place of No Return in Ancient Greece	,Astrid Lindenlauf	,World Archaeology	,35	,3	,2003-12-01T00:00:00Z	,pp. 416-433	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125104,10.2307/125104	,Archaeological Biographies: Realizing Human Lifecycles_ -Courses and -Histories	,Roberta Gilchrist	,World Archaeology	,31	,3	,2000-02-01T00:00:00Z	,pp. 325-328	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40025098,10.2307/40025098	,Straight down the Line? A Queer Consideration of Hunter-Gatherer Studies in North-West Europe	,Hannah Cobb	,World Archaeology	,37	,4	,2005-12-01T00:00:00Z	,pp. 630-636	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125096,10.2307/125096	,The World on a Plate: Ceramics_ Food Technology and Cosmology in Neolithic Orkney	,Andrew Jones	,World Archaeology	,31	,1	,1999-06-01T00:00:00Z	,pp. 55-77	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40023600,10.2307/40023600	,Back Matter	,	,World Archaeology	,38	,1	,2006-03-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124361,10.2307/124361	,Initial Perspectives on Prehistoric Subsistence in the Inland Niger Delta (Mali)	,Susan Keech McIntosh	Roderick J. McIntosh	,World Archaeology	,11	,2	,1979-10-01T00:00:00Z	,pp. 227-243	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125028,10.2307/125028	,Change and Continuity in Western Pueblo Households during the Historic Period in the American Southwest	,Steven R. James	,World Archaeology	,28	,3	,1997-02-01T00:00:00Z	,pp. 429-456	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124555,10.2307/124555	,Back Matter	,	,World Archaeology	,19	,2	,1987-10-01T00:00:00Z	,pp. 256-258	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124965,10.2307/124965	,Northeast Asia in the Late Pleistocene and Early Holocene	,Sergey Slobodin	,World Archaeology	,30	,3	,1999-02-01T00:00:00Z	,pp. 484-502	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40026486,10.2307/40026486	,Making Mountains Out of Molehills in the Bronze Age Aegean: Visibility_ Ritual Kits_ and the Idea of a Peak Sanctuary	,Camilla Briault	,World Archaeology	,39	,1	,2007-03-01T00:00:00Z	,pp. 122-141	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124880,10.2307/124880	,Volume Information	,	,World Archaeology	,25	,3	,1994-02-01T00:00:00Z	,pp. 401-402	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124663,10.2307/124663	,Cognitive Studies of the Iron Age in Southern Africa	,Thomas N. Huffman	,World Archaeology	,18	,1	,1986-06-01T00:00:00Z	,pp. 84-95	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124325,10.2307/124325	,Caves: A Palaeoanthropological Resource	,Lawrence Guy Straus	,World Archaeology	,10	,3	,1979-02-01T00:00:00Z	,pp. 331-339	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124380,10.2307/124380	,Back Matter	,	,World Archaeology	,14	,1	,1982-06-01T00:00:00Z	,pp. 153-156	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124788,10.2307/124788	,Aridity_ Activity_ and Volcanic Ash Agriculture: A Study of Short-Term Prehistoric Cultural-Ecological Dynamics	,Alan P. Sullivan	Christian E. Downum	,World Archaeology	,22	,3	,1991-02-01T00:00:00Z	,pp. 271-287	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124817,10.2307/124817	,Living on Luo Time: Reckoning Sequence_ Duration_ History and Biography in a Rural African Society	,Michael Dietler	Ingrid Herbich	,World Archaeology	,25	,2	,1993-10-01T00:00:00Z	,pp. 248-260	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124719,10.2307/124719	,Local versus Non-Local Obsidian Exchange at Tula and Its Implications for Post-Formative Mesoamerica	,Dan M. Healan	,World Archaeology	,24	,3	,1993-02-01T00:00:00Z	,pp. 449-466	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124106,10.2307/124106	,Monumental Function in British Neolithic Burial Practices	,Ian Kinnes	,World Archaeology	,7	,1	,1975-06-01T00:00:00Z	,pp. 16-29	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124105,10.2307/124105	,Social Inference and Mortuary Practices: An Experiment in Numerical Classification	,Joseph A. Tainter	,World Archaeology	,7	,1	,1975-06-01T00:00:00Z	,pp. 1-15	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/3560195,10.2307/3560195	,Beyond Affluence: The Zooarchaeology of Luxury	,Anton Ervynck	Wim Van Neer	Heide Hüster-Plogmann	Jörg Schibler	,World Archaeology	,34	,3	,2003-02-01T00:00:00Z	,pp. 428-441	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/3560219,10.2307/3560219	,Front Matter	,	,World Archaeology	,35	,2	,2003-10-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124693,10.2307/124693	,Coastal Landforms and Archaeology in the Hong Kong Archipelago	,William Meacham	,World Archaeology	,16	,1	,1984-06-01T00:00:00Z	,pp. 128-135	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124409,10.2307/124409	,The Design of Archaeological Surveys	,Michael B. Schiffer	Alan P. Sullivan	Timothy C. Klinger	,World Archaeology	,10	,1	,1978-06-01T00:00:00Z	,pp. 1-28	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124587,10.2307/124587	,Results of the International Save Carthage Campaign: The Christian Monuments	,Liliane Ennabli	,World Archaeology	,18	,3	,1987-02-01T00:00:00Z	,pp. 291-311	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124676,10.2307/124676	,A Study of Structural Stones in Calabria	,Gary D. Shaffer	,World Archaeology	,17	,1	,1985-06-01T00:00:00Z	,pp. 76-89	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124864,10.2307/124864	,Some Approaches to the Archaeology of Christian Pilgrimage	,J. Stopford	,World Archaeology	,26	,1	,1994-06-01T00:00:00Z	,pp. 57-72	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124451,10.2307/124451	,Romano-British Villas and Towns: A Systematic Analysis	,Ian Hodder	Martin Millett	,World Archaeology	,12	,1	,1980-06-01T00:00:00Z	,pp. 69-76	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124471,10.2307/124471	,Public Displays and Private Values: A Guide to Buried Wealth in Harappan Archaeology	,Paul Rissman	,World Archaeology	,20	,2	,1988-10-01T00:00:00Z	,pp. 209-228	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124789,10.2307/124789	,Temperatures in Predynastic Egypt Inferred from the Remains of the Nile Perch	,Douglas J. Brewer	,World Archaeology	,22	,3	,1991-02-01T00:00:00Z	,pp. 288-303	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125064,10.2307/125064	,Stories from Exile: Fragments from the Cultural Biography of the Parthenon (or 'Elgin') Marbles	,Yannis Hamilakis	,World Archaeology	,31	,2	,1999-10-01T00:00:00Z	,pp. 303-320	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/827896,10.2307/827896	,Making Sense: Archaeology and Aesthetics	,Chris Gosden	,World Archaeology	,33	,2	,2001-10-01T00:00:00Z	,pp. 163-167	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124355,10.2307/124355	,Prehistoric Diet and Nutrition: Some Food for Thought	,R. W. Dennell	,World Archaeology	,11	,2	,1979-10-01T00:00:00Z	,pp. 121-135	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40026147,10.2307/40026147	,A Sense of Materials and Sensory Perception in Concepts of Materiality	,Linda Hurcombe	,World Archaeology	,39	,4	,2007-12-01T00:00:00Z	,pp. 532-545	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124475,10.2307/124475	,Roman Wealth_ Native Ritual: Coin Hoards within and beyond Roman Britain	,N. B. Aitchison	,World Archaeology	,20	,2	,1988-10-01T00:00:00Z	,pp. 270-284	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124004,10.2307/124004	,Hard Times?: Classic Period Hohokam Cultural Development in the Tucson Basin_ Arizona	,Paul Grebinger	David P. Adam	,World Archaeology	,6	,2	,1974-10-01T00:00:00Z	,pp. 226-241	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124462,10.2307/124462	,Geographic Systems and Human Diversity in the North Solomons	,John Terrell	,World Archaeology	,9	,1	,1977-06-01T00:00:00Z	,pp. 62-81	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124744,10.2307/124744	,Ritual_ Time and History	,Richard Bradley	,World Archaeology	,23	,2	,1991-10-01T00:00:00Z	,pp. 209-219	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40026212,10.2307/40026212	,Back Matter	,	,World Archaeology	,39	,3	,2007-09-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/4128277,10.2307/4128277	,Volume Information	,	,World Archaeology	,36	,4	,2004-12-01T00:00:00Z	,pp. 629-631	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/40023594,10.2307/40023594	,Race and Ethnicity in Mesopotamian Antiquity	,Zainab Bahrani	,World Archaeology	,38	,1	,2006-03-01T00:00:00Z	,pp. 48-59	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124344,10.2307/124344	,Islamic Archaeology in Iraq: Recent Excavations at Samarra	,Tariq al-Janabi	,World Archaeology	,14	,3	,1983-02-01T00:00:00Z	,pp. 305-327	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124649,10.2307/124649	,Industrial Archaeology: A Case Study in Northern Ireland	,W. A. McCutcheon	,World Archaeology	,15	,2	,1983-10-01T00:00:00Z	,pp. 161-172	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124619,10.2307/124619	,Images of War: A Problem in San Rock Art Research	,C. Campbell	,World Archaeology	,18	,2	,1986-10-01T00:00:00Z	,pp. 255-268	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124190,10.2307/124190	,Animal Bone Finds and Economic Archaeology: A Critical Study of 'Osteo-Archaeological' Method	,Hans-Peter Uerpmann	,World Archaeology	,4	,3	,1973-02-01T00:00:00Z	,pp. 307-322	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125037,10.2307/125037	,Women_ Children and the Family in the Late Aegean Bronze Age: Differences in Minoan and Mycenaean Constructions of Gender	,Barbara A. Olsen	,World Archaeology	,29	,3	,1998-02-01T00:00:00Z	,pp. 380-392	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124768,10.2307/124768	,Archaeology and the Aztec Empire	,Michael E. Smith	Frances F. Berdan	,World Archaeology	,23	,3	,1992-02-01T00:00:00Z	,pp. 353-367	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/123983,10.2307/123983	,Early Trade in Highland Iran: A View from a Source Area	,Thomas W. Beale	,World Archaeology	,5	,2	,1973-10-01T00:00:00Z	,pp. 133-148	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40024067,10.2307/40024067	,Response to Peter Bellwood and Jared Diamond (2005): 'On Explicit "Replacement" Models in Island Southeast Asia: A Reply to Stephen Oppenheimer'	,Stephen Oppenheimer	,World Archaeology	,38	,4	,2006-12-01T00:00:00Z	,pp. 715-717	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124168,10.2307/124168	,Some Comments on the Notion of 'Functional Variability' in Stone-Tool Assemblages	,Paul Mellars	,World Archaeology	,2	,1	,1970-06-01T00:00:00Z	,pp. 74-89	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124722,10.2307/124722	,Back Matter	,	,World Archaeology	,24	,3	,1993-02-01T00:00:00Z	,pp. 482-490	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124568,10.2307/124568	,Front Matter	,	,World Archaeology	,16	,2	,1984-10-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124242,10.2307/124242	,Reconstructing the Greek Tortoise-Shell Lyre	,Helen Roberts	,World Archaeology	,12	,3	,1981-02-01T00:00:00Z	,pp. 303-312	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124632,10.2307/124632	,Volume Information	,	,World Archaeology	,15	,1	,1983-06-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/40026659,10.2307/40026659	,Back Matter	,	,World Archaeology	,39	,2	,2007-06-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124459,10.2307/124459	,Island Archaeology in the Mediterranean: Problems and Opportunities	,J.D. Evans	,World Archaeology	,9	,1	,1977-06-01T00:00:00Z	,pp. 12-26	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124387,10.2307/124387	,The Development of Archaeology in the Indian Subcontinent	,Dilip K. Chakrabarti	,World Archaeology	,13	,3	,1982-02-01T00:00:00Z	,pp. 326-344	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124594,10.2307/124594	,Raunds_ Northamptonshire: Analysis of a Country Churchyard	,Andy Boddington	,World Archaeology	,18	,3	,1987-02-01T00:00:00Z	,pp. 411-425	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/123958,10.2307/123958	,Potential of Thermoluminescence in Supplementing Radiocarbon Dating	,Elizabeth K. Ralph	Mark C. Han	,World Archaeology	,1	,2	,1969-10-01T00:00:00Z	,pp. 157-169	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124117,10.2307/124117	,Culture and Economy in the North Italian Neolithic	,Michael Jarman	,World Archaeology	,2	,3	,1971-02-01T00:00:00Z	,pp. 255-265	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124983,10.2307/124983	,Rock Art and Socio-Demography in Northeastern Australian Prehistory	,Bruno David	Harry Lourandos	,World Archaeology	,30	,2	,1998-10-01T00:00:00Z	,pp. 193-219	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/40024494,10.2307/40024494	,Introduction: Adopting a Sedentary Lifeway	,Yvonne Marshall	,World Archaeology	,38	,2	,2006-06-01T00:00:00Z	,pp. 153-163	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124293,10.2307/124293	,Back Matter	,	,World Archaeology	,9	,3	,1978-02-01T00:00:00Z	,pp. 375-380	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124001,10.2307/124001	,Regression Analysis of Some Trade and Marketing Patterns	,Ian Hodder	,World Archaeology	,6	,2	,1974-10-01T00:00:00Z	,pp. 172-189	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125072,10.2307/125072	,Passos/Santa Comba Mountain in the Context of the Late Prehistory of Northern Portugal	,Maria De Jesus Sanches	,World Archaeology	,28	,2	,1996-10-01T00:00:00Z	,pp. 220-230	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124173,10.2307/124173	,Errata: Aspects of Early West African Trade	,	,World Archaeology	,6	,1	,1974-06-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124691,10.2307/124691	,Archaeology and Sea-Level in West-Central France	,Chris Scarre	,World Archaeology	,16	,1	,1984-06-01T00:00:00Z	,pp. 98-107	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124044,10.2307/124044	,Front Matter	,	,World Archaeology	,5	,3	,1974-02-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124653,10.2307/124653	,Zinc Production in Medieval India	,P. T. Craddock	L. K. Gurjar	K. T. M. Hegde	,World Archaeology	,15	,2	,1983-10-01T00:00:00Z	,pp. 211-217	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124998,10.2307/124998	,Prehistoric Intertidal Archaeology and Environments in the Severn Estuary_ Wales	,Martin Bell	Heike Neumann	,World Archaeology	,29	,1	,1997-06-01T00:00:00Z	,pp. 95-113	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125083,10.2307/125083	,Monks_ Caves and Kings: A Reassessment of the Nature of Early Buddhism in Sri Lanka	,Robin A. E. Coningham	,World Archaeology	,27	,2	,1995-10-01T00:00:00Z	,pp. 222-242	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124306,10.2307/124306	,Errata: Swiss Neolithic Copper Beads: Currency_ Ornament or Prestige Items?	,	,World Archaeology	,8	,3	,1977-02-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/827870,10.2307/827870	,Exposing Queer Biotechnology via Queer Archaeology: The Quest to (Re)construct the Human Body from the Inside Out	,Stefanie S. Rixecker	,World Archaeology	,32	,2	,2000-10-01T00:00:00Z	,pp. 263-274	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124321,10.2307/124321	,Tito Bustillo Cave (Asturias_ Spain) and the Magdalenian of Cantabria	,J. A. Moure-Romanillo	M. Cano-Herrera	,World Archaeology	,10	,3	,1979-02-01T00:00:00Z	,pp. 280-289	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124056,10.2307/124056	,Systems Theory_ Computer Simulations and Archaeology	,James Doran	,World Archaeology	,1	,3	,1970-02-01T00:00:00Z	,pp. 289-298	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124574,10.2307/124574	,Ancient Lead and Zinc Mining in Rajasthan_ India	,Lynn Willies	P. T. Craddock	L. J. Gurjar	K. T. M. Hedge	,World Archaeology	,16	,2	,1984-10-01T00:00:00Z	,pp. 222-233	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124961,10.2307/124961	,Ancient Humans in Eurasian Arctic Ecosystems: Environmental Dynamics and Changing Subsistence	,Vladimir V. Pitul'ko	,World Archaeology	,30	,3	,1999-02-01T00:00:00Z	,pp. 421-436	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124029,10.2307/124029	,Books Received for Review	,	,World Archaeology	,7	,3	,1976-02-01T00:00:00Z	,pp. 353-356	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124314,10.2307/124314	,Evolution Is No Help	,Lawrence B. Slobodkin	,World Archaeology	,8	,3	,1977-02-01T00:00:00Z	,pp. 332-343	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124889,10.2307/124889	,Images out of Water: Interpreting the Karlby Stone	,Elizabeth le Bon	,World Archaeology	,25	,3	,1994-02-01T00:00:00Z	,pp. 391-396	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124458,10.2307/124458	,Pattern and Process in West Indian Archaeology	,Irving Rouse	,World Archaeology	,9	,1	,1977-06-01T00:00:00Z	,pp. 1-11	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124399,10.2307/124399	,Two Hunting Episodes of Middle Palaeolithic Age at La Cotte de Saint-Brelade_ Jersey (Channel Islands)	,Katharine Scott	,World Archaeology	,12	,2	,1980-10-01T00:00:00Z	,pp. 137-152	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124359,10.2307/124359	,Diet_ Nutrition and Population Dynamics in the Basin of Mexico	,Robert S. Santley	Eric K. Rose	,World Archaeology	,11	,2	,1979-10-01T00:00:00Z	,pp. 185-207	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124997,10.2307/124997	,Prehispanic Human Ecology of the Rio Verde Drainage Basin_ Mexico	,Arthur A. Joyce	Raymond G. Mueller	,World Archaeology	,29	,1	,1997-06-01T00:00:00Z	,pp. 75-94	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124513,10.2307/124513	,Resistance and Change: Pottery Manufacture in Sardinia	,M. Beatrice Annis	,World Archaeology	,17	,2	,1985-10-01T00:00:00Z	,pp. 240-255	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124431,10.2307/124431	,Volume Information	,	,World Archaeology	,13	,2	,1981-10-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/125062,10.2307/125062	,Transformations of Meaning: The Life History of a Nuxalk Mask	,Lisa P. Seip	,World Archaeology	,31	,2	,1999-10-01T00:00:00Z	,pp. 272-287	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/125102,10.2307/125102	,Volume Information	,	,World Archaeology	,31	,3	,2000-02-01T00:00:00Z	,pp. 501-502	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/124600,10.2307/124600	,Introduction	,J. A. J. Gowlett	,World Archaeology	,19	,3	,1988-02-01T00:00:00Z	,pp. 259-261	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124485,10.2307/124485	,Ceramic Technology in Upper Egypt: A Study of Pottery Firing	,Paul T. Nicholson	Helen L. Patterson	,World Archaeology	,21	,1	,1989-06-01T00:00:00Z	,pp. 71-86	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124281,10.2307/124281	,The Magdalenian Culture of the Paris River-Basin and Its Relationship with the Nordic Cultures of the Late Old Stone Age	,Beatrice Schmider	,World Archaeology	,14	,2	,1982-10-01T00:00:00Z	,pp. 259-269	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124781,10.2307/124781	,Indian Metal and Metal-Related Artefacts as Cultural Signifiers: An Ethnographic Perspective	,Nayanjot Lahiri	,World Archaeology	,27	,1	,1995-06-01T00:00:00Z	,pp. 116-132	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124918,10.2307/124918	,Front Matter	,	,World Archaeology	,26	,3	,1995-02-01T00:00:00Z	,	,Taylor & Francis_ Ltd.	,mis	,	,
10.2307/827890,10.2307/827890	,Stable Carbon and Nitrogen Isotopic Analyses of the Underclass at the Colonial Cape of Good Hope in the Eighteenth and Nineteenth Centuries	,Glenda Cox	Judith Sealy	Carmel Schrire	Alan Morris	,World Archaeology	,33	,1	,2001-06-01T00:00:00Z	,pp. 73-97	,Taylor & Francis_ Ltd.	,fla	,	,
10.2307/124625,10.2307/124625	,Brick and Tile Production in Roman Britain: Models of Economic Organisation	,Tim Darvill	Alan McWhirr	,World Archaeology	,15	,3	,1984-02-01T00:00:00Z	,pp. 239-261	,Taylor & Francis_ Ltd.	,fla	,	,
